TC_1,TC_2,TC_3,TC_4,TC_5,TC_6,TC_7,TC_8,TC_9,TC_10,TC_11,TC_12,TC_13,TC_14,TC_15,TC_16,TC_17,TC_18,TC_19,TC_20,TC_21,TC_22,TC_23,TC_24,TC_25,TC_26,TC_27,TC_28,TC_29,TC_30,TC_31,TC_32,TC_33,TC_34,TC_35,TC_36,TC_37,TC_38,TC_39,TC_40,TC_41,TC_42,TC_43,TC_44,TC_45,TC_46,TC_47,TC_48,TC_49,TC_50,TC_51,TC_52,TC_53,TC_54,TC_55,TC_56,TC_57,TC_58,TC_59,TC_60,TC_61,TC_62,TC_63,TC_64,TC_65,TC_66,TC_67,TC_68,TC_69,TC_70
-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338,-0.026350338
-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003,-0.028808003
-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151,-0.025279151
0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003,0.021285003
-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751,-0.019506751
-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165,-0.008336165
-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716,-0.012366716
-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621,-0.013566621
-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701,-0.025667701
0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211,0.043413211
0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566,0.025137566
0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068,0.001100068
-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297,-0.05496297
0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416,0.060257416
0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764,0.034079764
0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479,0.037906479
-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428,-0.005202428
-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509,-0.0395509
0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997,0.03169997
0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637,0.004363637
-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776,-0.003990776
0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737,0.002454737
-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481,-0.015611481
0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927,0.039065927
0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618,0.020417618
0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603,0.015252603
0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125,0.051848125
-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503,-0.02783503
-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215,-0.008356215
0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864,0.061398864
